YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_ARR_DELAY,DIV_DISTANCE,DIV1_AIRPORT,DIV1_AIRPORT_ID,DIV1_AIRPORT_SEQ_ID,DIV1_WHEELS_ON,DIV1_TOTAL_GTIME,DIV1_LONGEST_GTIME,DIV1_WHEELS_OFF,DIV1_TAIL_NUM,DIV2_AIRPORT,DIV2_AIRPORT_ID,DIV2_AIRPORT_SEQ_ID,DIV2_WHEELS_ON,DIV2_TOTAL_GTIME,DIV2_LONGEST_GTIME,DIV2_WHEELS_OFF,DIV2_TAIL_NUM,DIV3_AIRPORT,DIV3_AIRPORT_ID,DIV3_AIRPORT_SEQ_ID,DIV3_WHEELS_ON,DIV3_TOTAL_GTIME,DIV3_LONGEST_GTIME,DIV3_WHEELS_OFF,DIV3_TAIL_NUM,DIV4_AIRPORT,DIV4_AIRPORT_ID,DIV4_AIRPORT_SEQ_ID,DIV4_WHEELS_ON,DIV4_TOTAL_GTIME,DIV4_LONGEST_GTIME,DIV4_WHEELS_OFF,DIV4_TAIL_NUM,DIV5_AIRPORT,DIV5_AIRPORT_ID,DIV5_AIRPORT_SEQ_ID,DIV5_WHEELS_ON,DIV5_TOTAL_GTIME,DIV5_LONGEST_GTIME,DIV5_WHEELS_OFF,DIV5_TAIL_NUM
2021,1,1,11,1,1/11/2021,OO,20304,OO,N944SW,4231,11587,1158702,31587,ESC,"Escanaba, MI",MI,26,Michigan,43,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1647,1641,-6,0,0,-1,1600-1659,4,1645,1638,5,1700,1643,-17,0,0,-2,1700-1759,0,,0,73,62,53,1,304,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N282SY,3731,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,1545,1540,-5,0,0,-1,1500-1559,10,1550,1720,4,1734,1724,-10,0,0,-1,1700-1759,0,,0,109,104,90,1,605,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N442SW,4232,12343,1234305,32343,INL,"International Falls, MN",MN,27,Minnesota,63,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1055,1046,-9,0,0,-1,1000-1059,12,1058,1143,5,1207,1148,-19,0,0,-2,1200-1259,0,,0,72,62,45,1,255,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N679CA,3733,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,2055,2054,-1,0,0,-1,2000-2059,18,2112,2311,5,2332,2316,-16,0,0,-2,2300-2359,0,,0,97,82,59,1,408,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N442SW,4232,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,12343,1234305,32343,INL,"International Falls, MN",MN,27,Minnesota,63,845,842,-3,0,0,-1,0800-0859,26,908,956,3,1010,959,-11,0,0,-1,1000-1059,0,,0,85,77,48,1,255,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N607SK,3734,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1759,1756,-3,0,0,-1,1700-1759,9,1805,2058,2,2110,2100,-10,0,0,-1,2100-2159,0,,0,131,124,113,1,926,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N477CA,4233,12003,1200305,31895,GTF,"Great Falls, MT",MT,30,Montana,84,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1800,1750,-10,0,0,-1,1800-1859,18,1808,1915,6,1935,1921,-14,0,0,-1,1900-1959,0,,0,95,91,67,1,463,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N820SK,3735,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1700,1659,-1,0,0,-1,1700-1759,14,1713,1851,5,1904,1856,-8,0,0,-1,1900-1959,0,,0,184,177,158,1,1087,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N477CA,4233,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,12003,1200305,31895,GTF,"Great Falls, MT",MT,30,Montana,84,1535,1530,-5,0,0,-1,1500-1559,16,1546,1656,3,1713,1659,-14,0,0,-1,1700-1759,0,,0,98,89,70,1,463,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N279SY,3736,12954,1295407,32575,LGB,"Long Beach, CA",CA,6,California,91,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1355,1348,-7,0,0,-1,1300-1359,10,1358,1635,6,1647,1641,-6,0,0,-1,1600-1659,0,,0,112,113,97,1,588,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N936SW,4234,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,15389,1538902,35389,TWF,"Twin Falls, ID",ID,16,Idaho,83,1405,1355,-10,0,0,-1,1400-1459,31,1426,1501,4,1503,1505,2,2,0,0,1500-1559,0,,0,58,70,35,1,175,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N279SY,3736,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,12954,1295407,32575,LGB,"Long Beach, CA",CA,6,California,91,1145,1139,-6,0,0,-1,1100-1159,9,1148,1218,3,1248,1221,-27,0,0,-2,1200-1259,0,,0,123,102,90,1,588,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N936SW,4234,15389,1538902,35389,TWF,"Twin Falls, ID",ID,16,Idaho,83,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1548,1534,-14,0,0,-1,1500-1559,17,1551,1624,8,1646,1632,-14,0,0,-1,1600-1659,0,,0,58,58,33,1,175,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N241SY,3737,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1020,1009,-11,0,0,-1,1000-1059,15,1024,1231,6,1249,1237,-12,0,0,-1,1200-1259,0,,0,89,88,67,1,422,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N936SW,4235,14794,1479405,34794,SGU,"St. George, UT",UT,49,Utah,87,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,620,615,-5,0,0,-1,0600-0659,25,640,729,8,735,737,2,2,0,0,0700-0759,0,,0,75,82,49,1,272,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N241SY,3737,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,845,838,-7,0,0,-1,0800-0859,21,859,904,4,928,908,-20,0,0,-2,0900-0959,0,,0,103,90,65,1,422,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N459SW,4236,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,12335,1233502,32335,IMT,"Iron Mountain/Kingsfd, MI",MI,26,Michigan,43,1555,1552,-3,0,0,-1,1500-1559,29,1621,1704,2,1712,1706,-6,0,0,-1,1700-1759,0,,0,77,74,43,1,257,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N689CA,3739,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,753,749,-4,0,0,-1,0700-0759,9,758,1121,7,1140,1128,-12,0,0,-1,1100-1159,0,,0,167,159,143,1,1075,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N919EV,4237,11525,1152505,31525,EKO,"Elko, NV",NV,32,Nevada,85,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1449,1445,-4,0,0,-1,1400-1459,6,1451,1637,7,1652,1644,-8,0,0,-1,1600-1659,0,,0,63,59,46,1,200,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N919EV,4237,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,11525,1152505,31525,EKO,"Elko, NV",NV,32,Nevada,85,1400,1400,0,0,0,0,1400-1459,22,1422,1357,5,1404,1402,-2,0,0,-1,1400-1459,0,,0,64,62,35,1,200,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N254SY,3742,12954,1295407,32575,LGB,"Long Beach, CA",CA,6,California,91,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,723,717,-6,0,0,-1,0700-0759,10,727,959,12,1024,1011,-13,0,0,-1,1000-1059,0,,0,121,114,92,1,588,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N448SW,4238,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,11525,1152505,31525,EKO,"Elko, NV",NV,32,Nevada,85,2100,2054,-6,0,0,-1,2100-2159,20,2114,2046,4,2103,2050,-13,0,0,-1,2100-2159,0,,0,63,56,32,1,200,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N826SK,3744,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,10627,1062702,30627,BIS,"Bismarck/Mandan, ND",ND,38,North Dakota,66,1310,1312,2,2,0,0,1300-1359,10,1322,1425,5,1450,1430,-20,0,0,-2,1400-1459,0,,0,100,78,63,1,386,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N442SW,4239,13076,1307605,33076,LSE,"La Crosse, WI",WI,55,Wisconsin,45,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,600,556,-4,0,0,-1,0600-0659,9,605,631,7,708,638,-30,0,0,-2,0700-0759,0,,0,68,42,26,1,119,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N306SY,3746,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,1745,1742,-3,0,0,-1,1700-1759,10,1752,1858,6,1923,1904,-19,0,0,-2,1900-1959,0,,0,98,82,66,1,493,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N923EV,4240,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1750,1744,-6,0,0,-1,1700-1759,14,1758,1906,3,1944,1909,-35,0,0,-2,1900-1959,0,,0,114,85,68,1,411,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N919EV,4241,14113,1411302,34113,PIH,"Pocatello, ID",ID,16,Idaho,83,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,620,616,-4,0,0,-1,0600-0659,13,629,657,8,715,705,-10,0,0,-1,0700-0759,0,,0,55,49,28,1,150,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N290SY,3747,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14831,1483106,32457,SJC,"San Jose, CA",CA,6,California,91,927,922,-5,0,0,-1,0900-0959,13,935,1121,2,1143,1123,-20,0,0,-2,1100-1159,0,,0,136,121,106,1,696,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N921EV,4242,10739,1073907,30739,BRD,"Brainerd, MN",MN,27,Minnesota,63,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1755,1745,-10,0,0,-1,1700-1759,18,1803,1830,4,1856,1834,-22,0,0,-2,1800-1859,0,,0,61,49,27,1,114,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N921EV,4242,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,10739,1073907,30739,BRD,"Brainerd, MN",MN,27,Minnesota,63,1550,1549,-1,0,0,-1,1500-1559,8,1557,1623,5,1647,1628,-19,0,0,-2,1600-1659,0,,0,57,39,26,1,114,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N917EV,4244,10141,1014106,30141,ABR,"Aberdeen, SD",SD,46,South Dakota,67,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1254,1244,-10,0,0,-1,1200-1259,5,1249,1333,13,1408,1346,-22,0,0,-2,1400-1459,0,,0,74,62,44,1,257,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N274SY,3751,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,15376,1537604,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,1840,1830,-10,0,0,-1,1800-1859,8,1838,2042,4,2105,2046,-19,0,0,-2,2100-2159,0,,0,85,76,64,1,451,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N689CA,3752,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1240,1239,-1,0,0,-1,1200-1259,16,1255,1422,14,1501,1436,-25,0,0,-2,1500-1559,0,,0,201,177,147,1,1075,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N689CA,3752,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1600,1600,0,0,0,0,1600-1659,14,1614,1931,23,1946,1954,8,8,0,0,1900-1959,0,,0,166,174,137,1,1075,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N823SK,3753,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,845,844,-1,0,0,-1,0800-0859,10,854,1000,10,1035,1010,-25,0,0,-2,1000-1059,0,,0,170,146,126,1,866,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N917EV,4244,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,10141,1014106,30141,ABR,"Aberdeen, SD",SD,46,South Dakota,67,1049,1046,-3,0,0,-1,1000-1059,21,1107,1152,3,1209,1155,-14,0,0,-1,1200-1259,0,,0,80,69,45,1,257,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N259SY,3755,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1325,1323,-2,0,0,-1,1300-1359,11,1334,1541,5,1552,1546,-6,0,0,-1,1500-1559,0,,0,87,83,67,1,422,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N460SW,4245,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,14150,1415002,34150,PLN,"Pellston, MI",MI,26,Michigan,43,2045,1301,976,976,1,12,2000-2059,14,1315,1402,7,2202,1409,967,967,1,12,2200-2259,0,,0,77,68,47,1,243,1,0,967,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N259SY,3755,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,1150,1148,-2,0,0,-1,1100-1159,9,1157,1205,4,1228,1209,-19,0,0,-2,1200-1259,0,,0,98,81,68,1,422,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N449SW,4247,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,15389,1538902,35389,TWF,"Twin Falls, ID",ID,16,Idaho,83,2220,2218,-2,0,0,-1,2200-2259,20,2238,2309,3,2317,2312,-5,0,0,-1,2300-2359,0,,0,57,54,31,1,175,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N829SK,3756,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1250,1246,-4,0,0,-1,1200-1259,14,1300,1354,7,1428,1401,-27,0,0,-2,1400-1459,0,,0,98,75,54,1,334,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N923EV,4248,12003,1200305,31895,GTF,"Great Falls, MT",MT,30,Montana,84,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1230,1223,-7,0,0,-1,1200-1259,7,1230,1338,3,1356,1341,-15,0,0,-1,1300-1359,0,,0,86,78,68,1,463,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N829SK,3756,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1518,1516,-2,0,0,-1,1500-1559,15,1531,1635,3,1657,1638,-19,0,0,-2,1600-1659,0,,0,99,82,64,1,334,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N923EV,4248,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,12003,1200305,31895,GTF,"Great Falls, MT",MT,30,Montana,84,955,941,-14,0,0,-1,0900-0959,14,955,1107,4,1143,1111,-32,0,0,-2,1100-1159,0,,0,108,90,72,1,463,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N907SW,4249,14113,1411302,34113,PIH,"Pocatello, ID",ID,16,Idaho,83,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1550,1545,-5,0,0,-1,1500-1559,3,1548,1619,8,1652,1627,-25,0,0,-2,1600-1659,0,,0,62,42,31,1,150,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N247SY,3758,10800,1080003,32575,BUR,"Burbank, CA",CA,6,California,91,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1330,1324,-6,0,0,-1,1300-1359,14,1338,1611,6,1629,1617,-12,0,0,-1,1600-1659,0,,0,119,113,93,1,574,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N907SW,4249,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,14113,1411302,34113,PIH,"Pocatello, ID",ID,16,Idaho,83,1406,1404,-2,0,0,-1,1400-1459,23,1427,1502,4,1505,1506,1,1,0,0,1500-1559,0,,0,59,62,35,1,150,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N247SY,3758,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,10800,1080003,32575,BUR,"Burbank, CA",CA,6,California,91,1130,1126,-4,0,0,-1,1100-1159,16,1142,1211,3,1236,1214,-22,0,0,-2,1200-1259,0,,0,126,108,89,1,574,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N252SY,3759,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,2100,2059,-1,0,0,-1,2100-2159,12,2111,2211,4,2245,2215,-30,0,0,-2,2200-2259,0,,0,105,76,60,1,393,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N936SW,4251,15389,1538902,35389,TWF,"Twin Falls, ID",ID,16,Idaho,83,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1155,1143,-12,0,0,-1,1100-1159,17,1200,1241,8,1251,1249,-2,0,0,-1,1200-1259,0,,0,56,66,41,1,175,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,5,2,1/5/2021,OO,20304,OO,N275SY,3762,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,1053,1043,-10,0,0,-1,1000-1059,12,1055,1154,6,1226,1200,-26,0,0,-2,1200-1259,0,,0,93,77,59,1,373,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N885AS,4252,10333,1033302,30333,APN,"Alpena, MI",MI,26,Michigan,43,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1815,1807,-8,0,0,-1,1800-1859,6,1813,1846,5,1931,1851,-40,0,0,-2,1900-1959,0,,0,76,44,33,1,198,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,11,1,1/11/2021,OO,20304,OO,N885AS,4252,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,10333,1033302,30333,APN,"Alpena, MI",MI,26,Michigan,43,1615,1612,-3,0,0,-1,1600-1659,23,1635,1717,3,1727,1720,-7,0,0,-1,1700-1759,0,,0,72,68,42,1,198,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
